date,time,country,country_code,opposing_country,spi,opposing_spi,spi_offense,opposing_spi_offense,spi_defense,opposing_spi_defense,sixteen,win
26-Jun,18:00,Switzerland,SUI,ARG,79.87,90.14,2.2727,2.9531,0.9986,0.4932,1,0
26-Jun,18:00,Uruguay,URU,COL,82.11,88.17,2.1995,2.5118,0.7766,0.4427,1,0
26-Jun,18:00,USA,USA,BEL,78.89,83.12,2.1631,2.1376,0.9962,0.6547,1,0
26-Jun,22:00,Algeria,ALG,GER,74.34,88.61,2.0441,3.1728,1.2336,0.793,1,1
26-Jun,22:00,Argentina,ARG,SUI,90.14,79.87,2.9531,2.2727,0.4932,0.9986,1,1
26-Jun,22:00,Belgium,BEL,USA,83.12,78.89,2.1376,2.1631,0.6547,0.9962,1,1
26-Jun,22:00,Brazil,BRA,CHI,91.24,86.58,3.2325,2.5767,0.5205,0.637,1,1
26-Jun,22:00,Chile,CHI,BRA,86.58,91.24,2.5767,3.2325,0.637,0.5205,1,0
26-Jun,22:00,Colombia,COL,URU,88.17,82.11,2.5118,2.1995,0.4427,0.7766,1,1
26-Jun,22:00,Costa Rica,CRC,GRE,78.46,74.48,1.4994,1.1804,0.5545,0.5712,1,1
26-Jun,22:00,France,FRA,NGA,87.68,77.2,2.6496,1.6936,0.5759,0.7807,1,1
26-Jun,22:00,Germany,GER,ALG,88.61,74.34,3.1728,2.0441,0.793,1.2336,1,0
26-Jun,22:00,Greece,GRE,CRC,74.48,78.46,1.1804,1.4994,0.5712,0.5545,1,0
26-Jun,22:00,Mexico,MEX,NED,80.03,87.39,1.6198,2.809,0.5329,0.7022,1,0
26-Jun,22:00,Netherlands,NED,MEX,87.39,80.03,2.809,1.6198,0.7022,0.5329,1,1
26-Jun,22:00,Nigeria,NGA,FRA,77.2,87.68,1.6936,2.6496,0.7807,0.5759,1,0
26-Jun,22:00,Switzerland,SUI,ARG,79.87,90.14,2.2727,2.9531,0.9986,0.4932,1,0
26-Jun,22:00,Uruguay,URU,COL,82.11,88.17,2.1995,2.5118,0.7766,0.4427,1,0
26-Jun,22:00,USA,USA,BEL,78.89,83.12,2.1631,2.1376,0.9962,0.6547,1,0
27-Jun,1:00,Algeria,ALG,GER,74.97,88.65,2.0798,3.0555,1.2188,0.7218,1,1
27-Jun,1:00,Argentina,ARG,SUI,89.97,79.75,2.925,2.267,0.498,1.0069,1,1
27-Jun,1:00,Belgium,BEL,USA,83.03,78.63,2.0529,2.0283,0.6076,0.9224,1,1
27-Jun,1:00,Brazil,BRA,CHI,91.21,85.73,3.2184,2.5555,0.5182,0.7046,1,1
27-Jun,1:00,Chile,CHI,BRA,85.73,91.21,2.5555,3.2184,0.7046,0.5182,1,0
27-Jun,1:00,Colombia,COL,URU,88.92,81.66,2.6122,2.1886,0.4272,0.8064,1,1
27-Jun,1:00,Costa Rica,CRC,GRE,78.28,74.47,1.4832,1.1738,0.5567,0.5682,1,1
27-Jun,1:00,France,FRA,NGA,87.64,77.14,2.6458,1.698,0.579,0.7899,1,1
27-Jun,1:00,Germany,GER,ALG,88.65,74.97,3.0555,2.0798,0.7218,1.2188,1,0
27-Jun,1:00,Greece,GRE,CRC,74.47,78.28,1.1738,1.4832,0.5682,0.5567,1,0
27-Jun,1:00,Mexico,MEX,NED,80.1,87.26,1.623,2.7873,0.5321,0.7041,1,0
27-Jun,1:00,Netherlands,NED,MEX,87.26,80.1,2.7873,1.623,0.7041,0.5321,1,1
27-Jun,1:00,Nigeria,NGA,FRA,77.14,87.64,1.698,2.6458,0.7899,0.579,1,0
27-Jun,1:00,Switzerland,SUI,ARG,79.75,89.97,2.267,2.925,1.0069,0.498,1,0
27-Jun,1:00,Uruguay,URU,COL,81.66,88.92,2.1886,2.6122,0.8064,0.4272,1,0
27-Jun,1:00,USA,USA,BEL,78.63,83.03,2.0283,2.0529,0.9224,0.6076,1,0
28-Jun,9:45,Algeria,ALG,GER,74.97,88.65,2.0792,3.0556,1.2188,0.7218,1,1
28-Jun,9:45,Argentina,ARG,SUI,89.97,79.75,2.9251,2.2668,0.4979,1.0069,1,1
28-Jun,9:45,Belgium,BEL,USA,83.03,78.64,2.053,2.0284,0.6078,0.9224,1,1
28-Jun,9:45,Brazil,BRA,CHI,91.21,85.73,3.2186,2.5558,0.5182,0.7047,1,1
28-Jun,9:45,Chile,CHI,BRA,85.73,91.21,2.5558,3.2186,0.7047,0.5182,1,0
28-Jun,9:45,Colombia,COL,URU,88.92,81.67,2.6119,2.1888,0.4272,0.8063,1,1
28-Jun,9:45,Costa Rica,CRC,GRE,78.28,74.47,1.483,1.1739,0.5568,0.5684,1,1
28-Jun,9:45,France,FRA,NGA,87.64,77.14,2.6456,1.6979,0.579,0.79,1,1
28-Jun,9:45,Germany,GER,ALG,88.65,74.97,3.0556,2.0792,0.7218,1.2188,1,0
28-Jun,9:45,Greece,GRE,CRC,74.47,78.28,1.1739,1.483,0.5684,0.5568,1,0
28-Jun,9:45,Mexico,MEX,NED,80.09,87.26,1.6228,2.7872,0.5322,0.704,1,0
28-Jun,9:45,Netherlands,NED,MEX,87.26,80.09,2.7872,1.6228,0.704,0.5322,1,1
28-Jun,9:45,Nigeria,NGA,FRA,77.14,87.64,1.6979,2.6456,0.79,0.579,1,0
28-Jun,9:45,Switzerland,SUI,ARG,79.75,89.97,2.2668,2.9251,1.0069,0.4979,1,0
28-Jun,9:45,Uruguay,URU,COL,81.67,88.92,2.1888,2.6119,0.8063,0.4272,1,0
28-Jun,9:45,USA,USA,BEL,78.64,83.03,2.0284,2.053,0.9224,0.6078,1,0
28-Jun,19:00,Algeria,ALG,GER,74.97,88.65,2.0792,3.0556,1.2188,0.7218,1,1
28-Jun,19:00,Argentina,ARG,SUI,89.97,79.75,2.9251,2.2668,0.4979,1.0069,1,1
28-Jun,19:00,Belgium,BEL,USA,83.03,78.64,2.053,2.0284,0.6078,0.9224,1,1
28-Jun,19:00,Brazil,BRA,CHI,91.21,85.73,3.2186,2.5558,0.5182,0.7047,1,1
28-Jun,19:00,Chile,CHI,BRA,85.73,91.21,2.5558,3.2186,0.7047,0.5182,1,0
28-Jun,19:00,Colombia,COL,URU,88.92,81.67,2.6119,2.1888,0.4272,0.8063,1,1
28-Jun,19:00,Costa Rica,CRC,GRE,78.28,74.47,1.483,1.1739,0.5568,0.5684,1,1
28-Jun,19:00,France,FRA,NGA,87.64,77.14,2.6456,1.6979,0.579,0.79,1,1
28-Jun,19:00,Germany,GER,ALG,88.65,74.97,3.0556,2.0792,0.7218,1.2188,1,0
28-Jun,19:00,Greece,GRE,CRC,74.47,78.28,1.1739,1.483,0.5684,0.5568,1,0
28-Jun,19:00,Mexico,MEX,NED,80.09,87.26,1.6228,2.7872,0.5322,0.704,1,0
28-Jun,19:00,Netherlands,NED,MEX,87.26,80.09,2.7872,1.6228,0.704,0.5322,1,1
28-Jun,19:00,Nigeria,NGA,FRA,77.14,87.64,1.6979,2.6456,0.79,0.579,1,0
28-Jun,19:00,Switzerland,SUI,ARG,79.75,89.97,2.2668,2.9251,1.0069,0.4979,1,0
28-Jun,19:00,Uruguay,URU,COL,81.67,88.92,2.1888,2.6119,0.8063,0.4272,1,0
28-Jun,19:00,USA,USA,BEL,78.64,83.03,2.0284,2.053,0.9224,0.6078,1,0
28-Jun,22:00,Algeria,ALG,GER,74.97,88.65,2.0792,3.0556,1.2188,0.7218,1,1
28-Jun,22:00,Argentina,ARG,SUI,89.97,79.75,2.9251,2.2668,0.4979,1.0069,1,1
28-Jun,22:00,Belgium,BEL,USA,83.03,78.64,2.053,2.0284,0.6078,0.9224,1,1
28-Jun,22:00,Brazil,BRA,CHI,91.21,85.73,3.2186,2.5558,0.5182,0.7047,1,1
28-Jun,22:00,Chile,CHI,BRA,85.73,91.21,2.5558,3.2186,0.7047,0.5182,1,0
28-Jun,22:00,Colombia,COL,URU,88.92,81.67,2.6119,2.1888,0.4272,0.8063,1,1
28-Jun,22:00,Costa Rica,CRC,GRE,78.28,74.47,1.483,1.1739,0.5568,0.5684,1,1
28-Jun,22:00,France,FRA,NGA,87.64,77.14,2.6456,1.6979,0.579,0.79,1,1
28-Jun,22:00,Germany,GER,ALG,88.65,74.97,3.0556,2.0792,0.7218,1.2188,1,0
28-Jun,22:00,Greece,GRE,CRC,74.47,78.28,1.1739,1.483,0.5684,0.5568,1,0
28-Jun,22:00,Mexico,MEX,NED,80.09,87.26,1.6228,2.7872,0.5322,0.704,1,0
28-Jun,22:00,Netherlands,NED,MEX,87.26,80.09,2.7872,1.6228,0.704,0.5322,1,1
28-Jun,22:00,Nigeria,NGA,FRA,77.14,87.64,1.6979,2.6456,0.79,0.579,1,0
28-Jun,22:00,Switzerland,SUI,ARG,79.75,89.97,2.2668,2.9251,1.0069,0.4979,1,0
28-Jun,22:00,Uruguay,URU,COL,81.67,88.92,2.1888,2.6119,0.8063,0.4272,1,0
28-Jun,22:00,USA,USA,BEL,78.64,83.03,2.0284,2.053,0.9224,0.6078,1,0
29-Jun,9:30,Algeria,ALG,GER,74.96,88.66,2.0782,3.058,1.2191,0.7217,1,1
29-Jun,9:30,Argentina,ARG,SUI,89.97,79.74,2.9269,2.2656,0.498,1.0062,1,1
29-Jun,9:30,Belgium,BEL,USA,83.04,78.62,2.0537,2.0268,0.607,0.9228,1,1
29-Jun,9:30,Brazil,BRA,CHI,90.61,86.37,3.0717,2.5118,0.5063,0.6179,1,1
29-Jun,9:30,Chile,CHI,BRA,86.37,90.61,2.5118,3.0717,0.6179,0.5063,1,0
29-Jun,9:30,Colombia,COL,URU,89.42,80.86,2.6378,2.0933,0.388,0.8031,1,1
29-Jun,9:30,Costa Rica,CRC,GRE,78.18,74.59,1.479,1.1788,0.5604,0.5647,1,1
29-Jun,9:30,France,FRA,NGA,87.62,77.12,2.6444,1.6969,0.5791,0.7906,1,1
29-Jun,9:30,Germany,GER,ALG,88.66,74.96,3.058,2.0782,0.7217,1.2191,1,0
29-Jun,9:30,Greece,GRE,CRC,74.59,78.18,1.1788,1.479,0.5647,0.5604,1,0
29-Jun,9:30,Mexico,MEX,NED,80.03,87.38,1.621,2.8059,0.5351,0.7025,1,0
29-Jun,9:30,Netherlands,NED,MEX,87.38,80.03,2.8059,1.621,0.7025,0.5351,1,1
29-Jun,9:30,Nigeria,NGA,FRA,77.12,87.62,1.6969,2.6444,0.7906,0.5791,1,0
29-Jun,9:30,Switzerland,SUI,ARG,79.74,89.97,2.2656,2.9269,1.0062,0.498,1,0
29-Jun,9:30,Uruguay,URU,COL,80.86,89.42,2.0933,2.6378,0.8031,0.388,1,0
29-Jun,9:30,USA,USA,BEL,78.62,83.04,2.0268,2.0537,0.9228,0.607,1,0
29-Jun,18:00,Algeria,ALG,GER,74.96,88.66,2.0782,3.058,1.2191,0.7217,1,1
29-Jun,18:00,Argentina,ARG,SUI,89.97,79.74,2.9269,2.2656,0.498,1.0062,1,1
29-Jun,18:00,Belgium,BEL,USA,83.04,78.62,2.0537,2.0268,0.607,0.9228,1,1
29-Jun,18:00,Brazil,BRA,CHI,90.61,86.37,3.0717,2.5118,0.5063,0.6179,1,1
29-Jun,18:00,Chile,CHI,BRA,86.37,90.61,2.5118,3.0717,0.6179,0.5063,1,0
29-Jun,18:00,Colombia,COL,URU,89.42,80.86,2.6378,2.0933,0.388,0.8031,1,1
29-Jun,18:00,Costa Rica,CRC,GRE,78.18,74.59,1.479,1.1788,0.5604,0.5647,1,1
29-Jun,18:00,France,FRA,NGA,87.62,77.12,2.6444,1.6969,0.5791,0.7906,1,1
29-Jun,18:00,Germany,GER,ALG,88.66,74.96,3.058,2.0782,0.7217,1.2191,1,0
29-Jun,18:00,Greece,GRE,CRC,74.59,78.18,1.1788,1.479,0.5647,0.5604,1,0
29-Jun,18:00,Mexico,MEX,NED,80.03,87.38,1.621,2.8059,0.5351,0.7025,1,0
29-Jun,18:00,Netherlands,NED,MEX,87.38,80.03,2.8059,1.621,0.7025,0.5351,1,1
29-Jun,18:00,Nigeria,NGA,FRA,77.12,87.62,1.6969,2.6444,0.7906,0.5791,1,0
29-Jun,18:00,Switzerland,SUI,ARG,79.74,89.97,2.2656,2.9269,1.0062,0.498,1,0
29-Jun,18:00,Uruguay,URU,COL,80.86,89.42,2.0933,2.6378,0.8031,0.388,1,0
29-Jun,18:00,USA,USA,BEL,78.62,83.04,2.0268,2.0537,0.9228,0.607,1,0
30-Jun,0:00,Algeria,ALG,GER,74.96,88.66,2.0782,3.058,1.2191,0.7217,1,1
30-Jun,0:00,Argentina,ARG,SUI,89.97,79.74,2.9269,2.2656,0.498,1.0062,1,1
30-Jun,0:00,Belgium,BEL,USA,83.04,78.62,2.0537,2.0268,0.607,0.9228,1,1
30-Jun,0:00,Brazil,BRA,CHI,90.61,86.37,3.0717,2.5118,0.5063,0.6179,1,1
30-Jun,0:00,Chile,CHI,BRA,86.37,90.61,2.5118,3.0717,0.6179,0.5063,1,0
30-Jun,0:00,Colombia,COL,URU,89.42,80.86,2.6378,2.0933,0.388,0.8031,1,1
30-Jun,0:00,Costa Rica,CRC,GRE,78.18,74.59,1.479,1.1788,0.5604,0.5647,1,1
30-Jun,0:00,France,FRA,NGA,87.62,77.12,2.6444,1.6969,0.5791,0.7906,1,1
30-Jun,0:00,Germany,GER,ALG,88.66,74.96,3.058,2.0782,0.7217,1.2191,1,0
30-Jun,0:00,Greece,GRE,CRC,74.59,78.18,1.1788,1.479,0.5647,0.5604,1,0
30-Jun,0:00,Mexico,MEX,NED,80.03,87.38,1.621,2.8059,0.5351,0.7025,1,0
30-Jun,0:00,Netherlands,NED,MEX,87.38,80.03,2.8059,1.621,0.7025,0.5351,1,1
30-Jun,0:00,Nigeria,NGA,FRA,77.12,87.62,1.6969,2.6444,0.7906,0.5791,1,0
30-Jun,0:00,Switzerland,SUI,ARG,79.74,89.97,2.2656,2.9269,1.0062,0.498,1,0
30-Jun,0:00,Uruguay,URU,COL,80.86,89.42,2.0933,2.6378,0.8031,0.388,1,0
30-Jun,0:00,USA,USA,BEL,78.62,83.04,2.0268,2.0537,0.9228,0.607,1,0
30-Jun,10:00,Algeria,ALG,GER,74.95,88.65,2.0782,3.0589,1.2187,0.7214,1,1
30-Jun,10:00,Argentina,ARG,SUI,89.96,79.73,2.9275,2.2659,0.4981,1.0059,1,1
30-Jun,10:00,Belgium,BEL,USA,83.04,78.6,2.0551,2.0285,0.607,0.9242,1,1
30-Jun,10:00,Brazil,BRA,CHI,90.61,86.39,3.0736,2.5145,0.5061,0.6159,1,1
30-Jun,10:00,Chile,CHI,BRA,86.39,90.61,2.5145,3.0736,0.6159,0.5061,1,0
30-Jun,10:00,Colombia,COL,URU,89.43,80.87,2.6381,2.0924,0.3859,0.8006,1,1
30-Jun,10:00,Costa Rica,CRC,GRE,78.13,74.85,1.5071,1.1864,0.583,0.5541,1,1
30-Jun,10:00,France,FRA,NGA,87.62,77.11,2.6447,1.696,0.5786,0.7895,1,1
30-Jun,10:00,Germany,GER,ALG,88.65,74.95,3.0589,2.0782,0.7214,1.2187,1,0
30-Jun,10:00,Greece,GRE,CRC,74.85,78.13,1.1864,1.5071,0.5541,0.583,1,0
30-Jun,10:00,Mexico,MEX,NED,79.9,87.77,1.63,2.8637,0.5497,0.6965,1,0
30-Jun,10:00,Netherlands,NED,MEX,87.77,79.9,2.8637,1.63,0.6965,0.5497,1,1
30-Jun,10:00,Nigeria,NGA,FRA,77.11,87.62,1.696,2.6447,0.7895,0.5786,1,0
30-Jun,10:00,Switzerland,SUI,ARG,79.73,89.96,2.2659,2.9275,1.0059,0.4981,1,0
30-Jun,10:00,Uruguay,URU,COL,80.87,89.43,2.0924,2.6381,0.8006,0.3859,1,0
30-Jun,10:00,USA,USA,BEL,78.6,83.04,2.0285,2.0551,0.9242,0.607,1,0
30-Jun,18:00,Algeria,ALG,GER,74.95,88.65,2.0782,3.0589,1.2187,0.7214,1,1
30-Jun,18:00,Argentina,ARG,SUI,89.96,79.73,2.9275,2.2659,0.4981,1.0059,1,1
30-Jun,18:00,Belgium,BEL,USA,83.04,78.6,2.0551,2.0285,0.607,0.9242,1,1
30-Jun,18:00,Brazil,BRA,CHI,90.61,86.39,3.0736,2.5145,0.5061,0.6159,1,1
30-Jun,18:00,Chile,CHI,BRA,86.39,90.61,2.5145,3.0736,0.6159,0.5061,1,0
30-Jun,18:00,Colombia,COL,URU,89.43,80.87,2.6381,2.0924,0.3859,0.8006,1,1
30-Jun,18:00,Costa Rica,CRC,GRE,78.13,74.85,1.5071,1.1864,0.583,0.5541,1,1
30-Jun,18:00,France,FRA,NGA,87.62,77.11,2.6447,1.696,0.5786,0.7895,1,1
30-Jun,18:00,Germany,GER,ALG,88.65,74.95,3.0589,2.0782,0.7214,1.2187,1,0
30-Jun,18:00,Greece,GRE,CRC,74.85,78.13,1.1864,1.5071,0.5541,0.583,1,0
30-Jun,18:00,Mexico,MEX,NED,79.9,87.77,1.63,2.8637,0.5497,0.6965,1,0
30-Jun,18:00,Netherlands,NED,MEX,87.77,79.9,2.8637,1.63,0.6965,0.5497,1,1
30-Jun,18:00,Nigeria,NGA,FRA,77.11,87.62,1.696,2.6447,0.7895,0.5786,1,0
30-Jun,18:00,Switzerland,SUI,ARG,79.73,89.96,2.2659,2.9275,1.0059,0.4981,1,0
30-Jun,18:00,Uruguay,URU,COL,80.87,89.43,2.0924,2.6381,0.8006,0.3859,1,0
30-Jun,18:00,USA,USA,BEL,78.6,83.04,2.0285,2.0551,0.9242,0.607,1,0
30-Jun,22:30,Algeria,ALG,GER,74.95,88.65,2.0782,3.0589,1.2187,0.7214,1,1
30-Jun,22:30,Argentina,ARG,SUI,89.96,79.73,2.9275,2.2659,0.4981,1.0059,1,1
30-Jun,22:30,Belgium,BEL,USA,83.04,78.6,2.0551,2.0285,0.607,0.9242,1,1
30-Jun,22:30,Brazil,BRA,CHI,90.61,86.39,3.0736,2.5145,0.5061,0.6159,1,1
30-Jun,22:30,Chile,CHI,BRA,86.39,90.61,2.5145,3.0736,0.6159,0.5061,1,0
30-Jun,22:30,Colombia,COL,URU,89.43,80.87,2.6381,2.0924,0.3859,0.8006,1,1
30-Jun,22:30,Costa Rica,CRC,GRE,78.13,74.85,1.5071,1.1864,0.583,0.5541,1,1
30-Jun,22:30,France,FRA,NGA,87.62,77.11,2.6447,1.696,0.5786,0.7895,1,1
30-Jun,22:30,Germany,GER,ALG,88.65,74.95,3.0589,2.0782,0.7214,1.2187,1,0
30-Jun,22:30,Greece,GRE,CRC,74.85,78.13,1.1864,1.5071,0.5541,0.583,1,0
30-Jun,22:30,Mexico,MEX,NED,79.9,87.77,1.63,2.8637,0.5497,0.6965,1,0
30-Jun,22:30,Netherlands,NED,MEX,87.77,79.9,2.8637,1.63,0.6965,0.5497,1,1
30-Jun,22:30,Nigeria,NGA,FRA,77.11,87.62,1.696,2.6447,0.7895,0.5786,1,0
30-Jun,22:30,Switzerland,SUI,ARG,79.73,89.96,2.2659,2.9275,1.0059,0.4981,1,0
30-Jun,22:30,Uruguay,URU,COL,80.87,89.43,2.0924,2.6381,0.8006,0.3859,1,0
30-Jun,22:30,USA,USA,BEL,78.6,83.04,2.0285,2.0551,0.9242,0.607,1,0
1-Jul,9:30,Algeria,ALG,GER,75.61,88.29,2.0193,2.9654,1.1275,0.7022,1,1
1-Jul,9:30,Argentina,ARG,SUI,89.87,79.95,2.9237,2.2816,0.5033,0.9986,1,1
1-Jul,9:30,Belgium,BEL,USA,83.11,78.54,2.0638,2.0321,0.6053,0.9295,1,1
1-Jul,9:30,Brazil,BRA,CHI,90.61,86.38,3.0758,2.5169,0.5047,0.6161,1,1
1-Jul,9:30,Chile,CHI,BRA,86.38,90.61,2.5169,3.0758,0.6161,0.5047,1,0
1-Jul,9:30,Colombia,COL,URU,89.41,80.86,2.638,2.0932,0.3854,0.8005,1,1
1-Jul,9:30,Costa Rica,CRC,GRE,78.13,74.83,1.5073,1.1866,0.5823,0.5545,1,1
1-Jul,9:30,France,FRA,NGA,88.13,76.17,2.6674,1.6242,0.5389,0.7985,1,1
1-Jul,9:30,Germany,GER,ALG,88.29,75.61,2.9654,2.0193,0.7022,1.1275,1,0
1-Jul,9:30,Greece,GRE,CRC,74.83,78.13,1.1866,1.5073,0.5545,0.5823,1,0
1-Jul,9:30,Mexico,MEX,NED,79.89,87.78,1.6308,2.8654,0.5499,0.6948,1,0
1-Jul,9:30,Netherlands,NED,MEX,87.78,79.89,2.8654,1.6308,0.6948,0.5499,1,1
1-Jul,9:30,Nigeria,NGA,FRA,76.17,88.13,1.6242,2.6674,0.7985,0.5389,1,0
1-Jul,9:30,Switzerland,SUI,ARG,79.95,89.87,2.2816,2.9237,0.9986,0.5033,1,0
1-Jul,9:30,Uruguay,URU,COL,80.86,89.41,2.0932,2.638,0.8005,0.3854,1,0
1-Jul,9:30,USA,USA,BEL,78.54,83.11,2.0321,2.0638,0.9295,0.6053,1,0
1-Jul,18:45,Algeria,ALG,GER,75.61,88.29,2.0193,2.9654,1.1275,0.7022,1,1
1-Jul,18:45,Argentina,ARG,SUI,89.87,79.95,2.9237,2.2816,0.5033,0.9986,1,1
1-Jul,18:45,Belgium,BEL,USA,83.11,78.54,2.0638,2.0321,0.6053,0.9295,1,1
1-Jul,18:45,Brazil,BRA,CHI,90.61,86.38,3.0758,2.5169,0.5047,0.6161,1,1
1-Jul,18:45,Chile,CHI,BRA,86.38,90.61,2.5169,3.0758,0.6161,0.5047,1,0
1-Jul,18:45,Colombia,COL,URU,89.41,80.86,2.638,2.0932,0.3854,0.8005,1,1
1-Jul,18:45,Costa Rica,CRC,GRE,78.13,74.83,1.5073,1.1866,0.5823,0.5545,1,1
1-Jul,18:45,France,FRA,NGA,88.13,76.17,2.6674,1.6242,0.5389,0.7985,1,1
1-Jul,18:45,Germany,GER,ALG,88.29,75.61,2.9654,2.0193,0.7022,1.1275,1,0
1-Jul,18:45,Greece,GRE,CRC,74.83,78.13,1.1866,1.5073,0.5545,0.5823,1,0
1-Jul,18:45,Mexico,MEX,NED,79.89,87.78,1.6308,2.8654,0.5499,0.6948,1,0
1-Jul,18:45,Netherlands,NED,MEX,87.78,79.89,2.8654,1.6308,0.6948,0.5499,1,1
1-Jul,18:45,Nigeria,NGA,FRA,76.17,88.13,1.6242,2.6674,0.7985,0.5389,1,0
1-Jul,18:45,Switzerland,SUI,ARG,79.95,89.87,2.2816,2.9237,0.9986,0.5033,1,0
1-Jul,18:45,Uruguay,URU,COL,80.86,89.41,2.0932,2.638,0.8005,0.3854,1,0
1-Jul,18:45,USA,USA,BEL,78.54,83.11,2.0321,2.0638,0.9295,0.6053,1,0
1-Jul,22:30,Algeria,ALG,GER,75.61,88.29,2.0193,2.9654,1.1275,0.7022,1,1
1-Jul,22:30,Argentina,ARG,SUI,89.87,79.95,2.9237,2.2816,0.5033,0.9986,1,1
1-Jul,22:30,Belgium,BEL,USA,83.11,78.54,2.0638,2.0321,0.6053,0.9295,1,1
1-Jul,22:30,Brazil,BRA,CHI,90.61,86.38,3.0758,2.5169,0.5047,0.6161,1,1
1-Jul,22:30,Chile,CHI,BRA,86.38,90.61,2.5169,3.0758,0.6161,0.5047,1,0
1-Jul,22:30,Colombia,COL,URU,89.41,80.86,2.638,2.0932,0.3854,0.8005,1,1
1-Jul,22:30,Costa Rica,CRC,GRE,78.13,74.83,1.5073,1.1866,0.5823,0.5545,1,1
1-Jul,22:30,France,FRA,NGA,88.13,76.17,2.6674,1.6242,0.5389,0.7985,1,1
1-Jul,22:30,Germany,GER,ALG,88.29,75.61,2.9654,2.0193,0.7022,1.1275,1,0
1-Jul,22:30,Greece,GRE,CRC,74.83,78.13,1.1866,1.5073,0.5545,0.5823,1,0
1-Jul,22:30,Mexico,MEX,NED,79.89,87.78,1.6308,2.8654,0.5499,0.6948,1,0
1-Jul,22:30,Netherlands,NED,MEX,87.78,79.89,2.8654,1.6308,0.6948,0.5499,1,1
1-Jul,22:30,Nigeria,NGA,FRA,76.17,88.13,1.6242,2.6674,0.7985,0.5389,1,0
